contract_id,contract_type,contract_text,cleaned_text
C0177,Consulting Agreement,"This Consulting Agreement is signed on 1985-01-14 by Powell-Clements and Spears-Flynn. The consultant shall provide services related to monetize cross-platform schemas, billed at $190/hour.","this consulting agreement is signed on 1985-01-14 by powell-clements and spears-flynn. the consultant shall provide services related to monetize cross-platform schemas, billed at 190/hour."
C0178,Partnership Agreement,This Partnership Agreement is executed on 2020-01-07 between Davis-Burton and Miller and Sons. Both partners will invest $238998. Profits and losses will be shared equally.,this partnership agreement is executed on 2020-01-07 between davis-burton and miller and sons. both partners will invest 238998. profits and losses will be shared equally.
C0179,Employment Agreement,"This Employment Agreement is entered into by Walker, Torres and Powell and White Inc on 1999-12-30. The employee will assume the role of Contractor, with an annual salary of $120330.","this employment agreement is entered into by walker, torres and powell and white inc on 1999-12-30. the employee will assume the role of contractor, with an annual salary of 120330."
C0180,Partnership Agreement,This Partnership Agreement is executed on 2006-06-26 between Foster-Smith and Aguilar Ltd. Both partners will invest $380014. Profits and losses will be shared equally.,this partnership agreement is executed on 2006-06-26 between foster-smith and aguilar ltd. both partners will invest 380014. profits and losses will be shared equally.
C0181,License Agreement,"This License Agreement is made on 2025-01-21 between Ochoa-Rose and Anderson, Moreno and Rodriguez. The licensor grants the licensee rights to use week under conditions specified herein.","this license agreement is made on 2025-01-21 between ochoa-rose and anderson, moreno and rodriguez. the licensor grants the licensee rights to use week under conditions specified herein."
C0182,Partnership Agreement,"This Partnership Agreement is executed on 2007-03-09 between Coleman, Meza and Jones and Miles Inc. Both partners will invest $364166. Profits and losses will be shared equally.","this partnership agreement is executed on 2007-03-09 between coleman, meza and jones and miles inc. both partners will invest 364166. profits and losses will be shared equally."
C0183,Non-Disclosure Agreement,"This Non-Disclosure Agreement (NDA) is made between Huber, Lee and Bailey and Patel, Smith and Stewart on 1989-03-07. Both parties agree to protect confidential information including evolve cutting-edge metrics. The obligations shall survive for 5 years.","this non-disclosure agreement (nda) is made between huber, lee and bailey and patel, smith and stewart on 1989-03-07. both parties agree to protect confidential information including evolve cutting-edge metrics. the obligations shall survive for 5 years."
C0184,Lease Agreement,"This Lease Agreement is executed on 1996-08-22 between Kaufman and Sons (landlord) and Mccoy LLC (tenant). The lease covers property located at 4258 Richard Locks Apt. 170 Nicholasburgh, ND 80125 for 4 years.","this lease agreement is executed on 1996-08-22 between kaufman and sons (landlord) and mccoy llc (tenant). the lease covers property located at 4258 richard locks apt. 170 nicholasburgh, nd 80125 for 4 years."
C0185,License Agreement,"This License Agreement is made on 2007-08-13 between Mendez Ltd and Anderson, Marks and Garcia. The licensor grants the licensee rights to use side under conditions specified herein.","this license agreement is made on 2007-08-13 between mendez ltd and anderson, marks and garcia. the licensor grants the licensee rights to use side under conditions specified herein."
C0186,Vendor Agreement,This Vendor Agreement is made on 2024-05-30 between Richardson-Johnson and Baker Ltd. The vendor agrees to supply remember with payment terms of net 45 days.,this vendor agreement is made on 2024-05-30 between richardson-johnson and baker ltd. the vendor agrees to supply remember with payment terms of net 45 days.
C0187,Consulting Agreement,"This Consulting Agreement is signed on 1993-04-20 by Davis, Cervantes and Lane and Murphy-Solis. The consultant shall provide services related to morph cutting-edge convergence, billed at $212/hour.","this consulting agreement is signed on 1993-04-20 by davis, cervantes and lane and murphy-solis. the consultant shall provide services related to morph cutting-edge convergence, billed at 212/hour."
C0188,Employment Agreement,"This Employment Agreement is entered into by Lynn and Sons and Andrade Ltd on 1990-06-30. The employee will assume the role of Dramatherapist, with an annual salary of $54640.","this employment agreement is entered into by lynn and sons and andrade ltd on 1990-06-30. the employee will assume the role of dramatherapist, with an annual salary of 54640."
C0189,Employment Agreement,"This Employment Agreement is entered into by Richards Group and Velez Ltd on 1970-07-03. The employee will assume the role of Nurse, children's, with an annual salary of $161850.","this employment agreement is entered into by richards group and velez ltd on 1970-07-03. the employee will assume the role of nurse, children's, with an annual salary of 161850."
C0190,Non-Disclosure Agreement,This Non-Disclosure Agreement (NDA) is made between Rivera-Moore and Elliott-Irwin on 1992-04-04. Both parties agree to protect confidential information including engineer world-class partnerships. The obligations shall survive for 1 years.,this non-disclosure agreement (nda) is made between rivera-moore and elliott-irwin on 1992-04-04. both parties agree to protect confidential information including engineer world-class partnerships. the obligations shall survive for 1 years.
C0191,Loan Agreement,This Loan Agreement is signed on 2017-11-24 between Jones-Figueroa (lender) and Martinez-Salinas (borrower). The lender agrees to provide a loan of $190349 at 11% interest.,this loan agreement is signed on 2017-11-24 between jones-figueroa (lender) and martinez-salinas (borrower). the lender agrees to provide a loan of 190349 at 11 interest.
C0192,Vendor Agreement,This Vendor Agreement is made on 2005-12-21 between Watson-Harris and Reynolds Inc. The vendor agrees to supply six with payment terms of net 45 days.,this vendor agreement is made on 2005-12-21 between watson-harris and reynolds inc. the vendor agrees to supply six with payment terms of net 45 days.
C0193,Service Level Agreement,This Service Level Agreement (SLA) is signed on 1993-04-03 between Gilbert-Simmons and Hensley-Ortiz. The provider guarantees 99.9% uptime. Incidents must be resolved within 4 hours.,this service level agreement (sla) is signed on 1993-04-03 between gilbert-simmons and hensley-ortiz. the provider guarantees 99.9 uptime. incidents must be resolved within 4 hours.
C0194,Employment Agreement,"This Employment Agreement is entered into by Ramirez, Hayden and Hernandez and Blair-Young on 1999-01-09. The employee will assume the role of Television camera operator, with an annual salary of $172850.","this employment agreement is entered into by ramirez, hayden and hernandez and blair-young on 1999-01-09. the employee will assume the role of television camera operator, with an annual salary of 172850."
C0195,Partnership Agreement,This Partnership Agreement is executed on 1999-07-25 between Murray LLC and Scott-Wells. Both partners will invest $454538. Profits and losses will be shared equally.,this partnership agreement is executed on 1999-07-25 between murray llc and scott-wells. both partners will invest 454538. profits and losses will be shared equally.
C0196,Non-Disclosure Agreement,"This Non-Disclosure Agreement (NDA) is made between Allen, Sullivan and Taylor and Osborn-Ross on 2016-07-06. Both parties agree to protect confidential information including benchmark virtual technologies. The obligations shall survive for 3 years.","this non-disclosure agreement (nda) is made between allen, sullivan and taylor and osborn-ross on 2016-07-06. both parties agree to protect confidential information including benchmark virtual technologies. the obligations shall survive for 3 years."
C0197,Employment Agreement,"This Employment Agreement is entered into by Martinez and Sons and Jordan-Rogers on 2021-03-07. The employee will assume the role of Air cabin crew, with an annual salary of $167077.","this employment agreement is entered into by martinez and sons and jordan-rogers on 2021-03-07. the employee will assume the role of air cabin crew, with an annual salary of 167077."
C0198,License Agreement,"This License Agreement is made on 2002-06-29 between Miller-Griffith and Wright, Thompson and Callahan. The licensor grants the licensee rights to use along under conditions specified herein.","this license agreement is made on 2002-06-29 between miller-griffith and wright, thompson and callahan. the licensor grants the licensee rights to use along under conditions specified herein."
C0199,Vendor Agreement,This Vendor Agreement is made on 2009-02-06 between Burton Inc and Miller-Martinez. The vendor agrees to supply reason with payment terms of net 45 days.,this vendor agreement is made on 2009-02-06 between burton inc and miller-martinez. the vendor agrees to supply reason with payment terms of net 45 days.
C0200,Non-Disclosure Agreement,This Non-Disclosure Agreement (NDA) is made between Johnson-Marshall and Sherman and Sons on 1973-05-21. Both parties agree to protect confidential information including benchmark next-generation networks. The obligations shall survive for 5 years.,this non-disclosure agreement (nda) is made between johnson-marshall and sherman and sons on 1973-05-21. both parties agree to protect confidential information including benchmark next-generation networks. the obligations shall survive for 5 years.
